job_position_name,career_objective,skills,matched_score,degree_names,major_field_of_studies,experiencere_requirement
Site Engineer,"a highly experienced skilled graduate with analytics degree with a very good experience in sas, web scraping, sql, predictive modelling and data visualization. excellent ability in identifying data requirements for analysis, data cleaning, munging and model building; ensures the organization uses it effectively to reach profit and growth objectives. comfortable with data handling, modeling, and coding, and have an appreciation of what makes sense from a business standpoint. more than six years of experience working as a researcher, data analyst, and environmental science and technology instructor. experience in sql, data warehousing, maintaining, securing and stabilizing data layers and testing to identify data and product defects introduced in the system. customer segmentation, product positioning and mapping and conjoint analysis modelling: design and implement statistical / predictive models and cutting edge algorithms utilizing diverse sources of data to predict diversified experience with engineering, manufacturing, retailing, higher education and it /data related companies fascinated by learning cutting edge technologies, such as; data mining and machine learning handled a team of 4 during my 3 years of tech experience and managed more than 200 students and effectively evaluated the performance of each student and utilize assessment methods to judge overall progress during my teaching experience.",Not provided,0.85,"['master of science', 'master of science', 'bachelor of science']","['analytics', 'environmental science and technology', 'resource management']",1 to 2 years
Marketing Officer,"energetic, innovative engineering undergraduate, passionate about machine learning, nlp and deep learning for solving real-world problems, aiming to work in an organization providing great learning experience and growth opportunities for mutual benefit.",Not provided,0.783333333,"['b.tech. (electrical engineering specialization in computer science)', 'xii', 'x']","['electrical engineering specialized in computer science', 'n/a', 'n/a']",at least 1 year
Intern (Generative Ai Engineering - 2D/3D Image Generation),"i am an experienced analytics specialist seeking a full-time position in the field of data science and application in business problem solving, where i can apply my knowledge and skills for continuous improvement.",Not provided,0.783333333,['b.tech'],['ece'],Not specified
Management Trainee - Mechanical,i am an assistant software engineer working on cloud-based solutions. after working on a couple of machine learning application evaluations and deployment i got really engrossed into the domain and would like to work more towards improving myself.,Not provided,0.65,['b.tech'],['telecommunication'],Not specified
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Not provided,Not provided,0.76,"['associates degree', 'high school diploma']","['applied science electronics technology', 'n/a']",at least 3 years
Database Administrator (Dba),Not provided,Not provided,0.76,['b.tech'],['telecommunication'],at least 1 year
Senior Ios Engineer,"enthusiastic, knowledgeable professional with experience and proven success in program and project management, online and instructor led design, development and facilitation. outstanding problem-solving skills, as proven through implementation of accounting software packages, significantly improving billing and reporting processes. excellent management skills, encouraging career growth of subordinates through additional training and opportunities. keep up-to-date with industry changes through professional affiliation.",Not provided,0.8266666666666667,"['master of science', 'bachelor of science', 'bachelor of science']","['education with an option in online teaching and learning', 'accounting', 'business administration']",at least 4 years
Sr.Officer / Executive - Internal Audit,i am a post graduate having knowledge of industry-level machine learning problems and research topics. i currently work as a machine learning engineer and i want to keep exploring such opportunities.,Not provided,0.65,"['b.sc', 'm.sc']","['computer science engineering', 'big data analytics']",2 to 4 years
"Full Stack Developer (Python,React Js)",Not provided,Not provided,0.716666667,['business administration'],['business administration'],3 to 7 years
Data Engineer,"industrious recent computer science graduate with a zeal for innovation. seeking a position at sikka software, where the strategic focus on delighting users aligns with my creativity and desire to enhance social events through technology.",Not provided,0.65,['b.s.'],['computer science'],5 to 8 years
"Full Stack Developer (Python,React Js)",Not provided,Not provided,0.5333333333333333,"['bba', 'course', 'high school diploma', 'seminar', 'seminar', 'seminar']","['accounting', 'informatics engineering', 'science', 'california payroll law', 'tax planning and prepaid taxes', 'sap']",3 to 7 years
